,yards_gained,home_team,away_team,quarter_seconds_remaining,qtr,down,yardline_100,ydstogo,posteam,defteam,score_differential
399,0.0,CAR,CLE,571,2,4.0,72.0,7,CAR,CLE,-7.0
400,-9.0,CAR,CLE,559,2,1.0,78.0,10,CLE,CAR,7.0
401,10.0,CAR,CLE,512,2,2.0,87.0,19,CLE,CAR,7.0
402,15.0,CAR,CLE,469,2,3.0,77.0,9,CLE,CAR,7.0
403,8.0,CAR,CLE,425,2,1.0,62.0,10,CLE,CAR,7.0
404,0.0,CAR,CLE,377,2,2.0,54.0,2,CLE,CAR,7.0
405,25.0,CAR,CLE,370,2,3.0,54.0,2,CLE,CAR,7.0
406,5.0,CAR,CLE,329,2,1.0,29.0,10,CLE,CAR,7.0
407,24.0,CAR,CLE,292,2,2.0,24.0,5,CLE,CAR,7.0
410,0.0,CAR,CLE,286,2,1.0,75.0,10,CAR,CLE,-14.0
411,7.0,CAR,CLE,279,2,2.0,75.0,10,CAR,CLE,-14.0
412,16.0,CAR,CLE,242,2,3.0,68.0,3,CAR,CLE,-14.0
413,50.0,CAR,CLE,213,2,1.0,52.0,10,CAR,CLE,-14.0
415,1.0,CAR,CLE,165,2,1.0,2.0,2,CAR,CLE,-14.0
417,1.0,CAR,CLE,120,2,2.0,1.0,1,CAR,CLE,-14.0
420,0.0,CAR,CLE,117,2,1.0,60.0,10,CLE,CAR,7.0
421,2.0,CAR,CLE,112,2,2.0,60.0,10,CLE,CAR,7.0
422,0.0,CAR,CLE,77,2,3.0,58.0,8,CLE,CAR,7.0
423,24.0,CAR,CLE,77,2,3.0,63.0,13,CLE,CAR,7.0
424,6.0,CAR,CLE,67,2,1.0,24.0,10,CLE,CAR,7.0
425,9.0,CAR,CLE,47,2,2.0,18.0,4,CLE,CAR,7.0
426,0.0,CAR,CLE,40,2,1.0,9.0,9,CLE,CAR,7.0
427,1.0,CAR,CLE,34,2,2.0,9.0,9,CLE,CAR,7.0
429,0.0,CAR,CLE,29,2,3.0,8.0,8,CLE,CAR,7.0
431,0.0,CAR,CLE,24,2,4.0,8.0,8,CLE,CAR,7.0
435,0.0,CAR,CLE,21,2,1.0,75.0,10,CAR,CLE,-10.0
436,-1.0,CAR,CLE,15,2,2.0,75.0,10,CAR,CLE,-10.0
439,0.0,CAR,CLE,895,3,1.0,74.0,10,CLE,CAR,10.0
440,3.0,CAR,CLE,892,3,2.0,74.0,10,CLE,CAR,10.0
441,10.0,CAR,CLE,851,3,3.0,71.0,7,CLE,CAR,10.0
442,5.0,CAR,CLE,810,3,1.0,61.0,10,CLE,CAR,10.0
443,3.0,CAR,CLE,787,3,2.0,56.0,5,CLE,CAR,10.0
444,1.0,CAR,CLE,742,3,3.0,53.0,2,CLE,CAR,10.0
445,2.0,CAR,CLE,701,3,4.0,52.0,1,CLE,CAR,10.0
446,15.0,CAR,CLE,663,3,1.0,50.0,10,CLE,CAR,10.0
447,20.0,CAR,CLE,623,3,1.0,35.0,10,CLE,CAR,10.0
448,4.0,CAR,CLE,579,3,1.0,15.0,10,CLE,CAR,10.0
449,0.0,CAR,CLE,531,3,2.0,11.0,6,CLE,CAR,10.0
450,0.0,CAR,CLE,513,3,2.0,16.0,11,CLE,CAR,10.0
451,0.0,CAR,CLE,470,3,3.0,16.0,11,CLE,CAR,10.0
452,0.0,CAR,CLE,466,3,4.0,16.0,11,CLE,CAR,10.0
454,4.0,CAR,CLE,457,3,1.0,82.0,10,CAR,CLE,-13.0
455,0.0,CAR,CLE,419,3,2.0,78.0,6,CAR,CLE,-13.0
456,4.0,CAR,CLE,414,3,1.0,72.0,10,CAR,CLE,-13.0
457,-6.0,CAR,CLE,376,3,2.0,68.0,6,CAR,CLE,-13.0
458,-5.0,CAR,CLE,330,3,3.0,74.0,12,CAR,CLE,-13.0
459,0.0,CAR,CLE,278,3,4.0,79.0,17,CAR,CLE,-13.0
460,1.0,CAR,CLE,264,3,1.0,67.0,10,CLE,CAR,13.0
461,0.0,CAR,CLE,232,3,2.0,66.0,9,CLE,CAR,13.0
462,7.0,CAR,CLE,229,3,3.0,66.0,9,CLE,CAR,13.0
463,0.0,CAR,CLE,179,3,4.0,59.0,2,CLE,CAR,13.0
464,0.0,CAR,CLE,164,3,4.0,64.0,7,CLE,CAR,13.0
465,7.0,CAR,CLE,155,3,1.0,75.0,10,CAR,CLE,-13.0
466,1.0,CAR,CLE,114,3,2.0,68.0,3,CAR,CLE,-13.0
467,3.0,CAR,CLE,74,3,3.0,67.0,2,CAR,CLE,-13.0
468,0.0,CAR,CLE,39,3,1.0,64.0,10,CAR,CLE,-13.0
469,0.0,CAR,CLE,15,3,1.0,36.0,10,CAR,CLE,-13.0
470,3.0,CAR,CLE,10,3,2.0,36.0,10,CAR,CLE,-13.0
472,9.0,CAR,CLE,900,4,3.0,33.0,7,CAR,CLE,-13.0
473,12.0,CAR,CLE,868,4,1.0,24.0,10,CAR,CLE,-13.0
474,5.0,CAR,CLE,827,4,1.0,12.0,10,CAR,CLE,-13.0
475,0.0,CAR,CLE,784,4,2.0,7.0,5,CAR,CLE,-13.0
476,7.0,CAR,CLE,778,4,3.0,7.0,5,CAR,CLE,-13.0
479,2.0,CAR,CLE,771,4,1.0,75.0,10,CLE,CAR,6.0
480,4.0,CAR,CLE,731,4,2.0,73.0,8,CLE,CAR,6.0
481,19.0,CAR,CLE,691,4,3.0,69.0,4,CLE,CAR,6.0
482,16.0,CAR,CLE,645,4,1.0,50.0,10,CLE,CAR,6.0
483,9.0,CAR,CLE,602,4,1.0,34.0,10,CLE,CAR,6.0
484,2.0,CAR,CLE,557,4,2.0,25.0,1,CLE,CAR,6.0
485,4.0,CAR,CLE,511,4,1.0,23.0,10,CLE,CAR,6.0
486,2.0,CAR,CLE,463,4,2.0,19.0,6,CLE,CAR,6.0
487,-1.0,CAR,CLE,421,4,3.0,17.0,4,CLE,CAR,6.0
488,0.0,CAR,CLE,377,4,4.0,18.0,5,CLE,CAR,6.0
490,75.0,CAR,CLE,373,4,1.0,75.0,10,CAR,CLE,-9.0
493,0.0,CAR,CLE,362,4,1.0,75.0,10,CLE,CAR,2.0
494,8.0,CAR,CLE,336,4,1.0,80.0,15,CLE,CAR,2.0
495,3.0,CAR,CLE,299,4,2.0,72.0,7,CLE,CAR,2.0
496,5.0,CAR,CLE,253,4,3.0,69.0,4,CLE,CAR,2.0
497,2.0,CAR,CLE,207,4,1.0,64.0,10,CLE,CAR,2.0
498,0.0,CAR,CLE,162,4,2.0,62.0,8,CLE,CAR,2.0
499,-1.0,CAR,CLE,156,4,1.0,57.0,10,CLE,CAR,2.0
501,2.0,CAR,CLE,152,4,2.0,58.0,11,CLE,CAR,2.0
503,0.0,CAR,CLE,146,4,3.0,56.0,9,CLE,CAR,2.0
504,0.0,CAR,CLE,141,4,4.0,56.0,9,CLE,CAR,2.0
505,26.0,CAR,CLE,134,4,1.0,80.0,10,CAR,CLE,-2.0
507,4.0,CAR,CLE,120,4,1.0,54.0,10,CAR,CLE,-2.0
508,21.0,CAR,CLE,96,4,2.0,50.0,6,CAR,CLE,-2.0
509,0.0,CAR,CLE,87,4,1.0,14.0,10,CAR,CLE,-2.0
511,0.0,CAR,CLE,84,4,2.0,15.0,11,CAR,CLE,-2.0
513,-1.0,CAR,CLE,80,4,3.0,15.0,11,CAR,CLE,-2.0
515,0.0,CAR,CLE,77,4,4.0,16.0,12,CAR,CLE,-2.0
517,0.0,CAR,CLE,73,4,1.0,75.0,10,CLE,CAR,-1.0
518,-2.0,CAR,CLE,69,4,1.0,60.0,10,CLE,CAR,-1.0
519,13.0,CAR,CLE,47,4,2.0,62.0,12,CLE,CAR,-1.0
520,0.0,CAR,CLE,29,4,1.0,49.0,10,CLE,CAR,-1.0
521,9.0,CAR,CLE,29,4,2.0,49.0,10,CLE,CAR,-1.0
522,0.0,CAR,CLE,14,4,3.0,40.0,1,CLE,CAR,-1.0
523,0.0,CAR,CLE,13,4,4.0,40.0,1,CLE,CAR,-1.0
525,-3.0,CAR,CLE,8,4,1.0,75.0,10,CAR,CLE,-2.0
529,0.0,SEA,DEN,894,1,1.0,70.0,10,SEA,DEN,0.0
530,7.0,SEA,DEN,857,1,2.0,70.0,10,SEA,DEN,0.0
531,17.0,SEA,DEN,818,1,3.0,63.0,3,SEA,DEN,0.0
532,0.0,SEA,DEN,782,1,1.0,46.0,10,SEA,DEN,0.0
533,9.0,SEA,DEN,772,1,1.0,51.0,15,SEA,DEN,0.0
534,4.0,SEA,DEN,739,1,2.0,42.0,6,SEA,DEN,0.0
535,38.0,SEA,DEN,697,1,3.0,38.0,2,SEA,DEN,0.0
538,0.0,SEA,DEN,681,1,1.0,89.0,10,DEN,SEA,-7.0
539,25.0,SEA,DEN,678,1,2.0,89.0,10,DEN,SEA,-7.0
540,9.0,SEA,DEN,626,1,1.0,64.0,10,DEN,SEA,-7.0
541,27.0,SEA,DEN,583,1,2.0,55.0,1,DEN,SEA,-7.0
542,10.0,SEA,DEN,544,1,1.0,28.0,10,DEN,SEA,-7.0
543,0.0,SEA,DEN,514,1,1.0,18.0,10,DEN,SEA,-7.0
544,0.0,SEA,DEN,505,1,2.0,18.0,10,DEN,SEA,-7.0
545,5.0,SEA,DEN,505,1,2.0,23.0,15,DEN,SEA,-7.0
546,6.0,SEA,DEN,461,1,3.0,18.0,10,DEN,SEA,-7.0
547,0.0,SEA,DEN,419,1,4.0,12.0,4,DEN,SEA,-7.0
549,0.0,SEA,DEN,408,1,1.0,79.0,10,SEA,DEN,4.0
550,13.0,SEA,DEN,400,1,1.0,58.0,10,SEA,DEN,4.0
551,2.0,SEA,DEN,379,1,1.0,30.0,10,SEA,DEN,4.0
552,12.0,SEA,DEN,333,1,2.0,28.0,8,SEA,DEN,4.0
553,4.0,SEA,DEN,289,1,1.0,16.0,10,SEA,DEN,4.0
554,4.0,SEA,DEN,250,1,2.0,12.0,6,SEA,DEN,4.0
555,1.0,SEA,DEN,210,1,3.0,8.0,2,SEA,DEN,4.0
556,0.0,SEA,DEN,180,1,4.0,7.0,1,SEA,DEN,4.0
557,13.0,SEA,DEN,175,1,1.0,93.0,10,DEN,SEA,-4.0
558,12.0,SEA,DEN,136,1,1.0,80.0,10,DEN,SEA,-4.0
559,7.0,SEA,DEN,94,1,1.0,68.0,10,DEN,SEA,-4.0
560,8.0,SEA,DEN,54,1,2.0,61.0,3,DEN,SEA,-4.0
561,0.0,SEA,DEN,9,1,1.0,53.0,10,DEN,SEA,-4.0
563,-2.0,SEA,DEN,900,2,1.0,58.0,15,DEN,SEA,-4.0
564,5.0,SEA,DEN,854,2,2.0,60.0,17,DEN,SEA,-4.0
565,0.0,SEA,DEN,809,2,3.0,55.0,12,DEN,SEA,-4.0
566,0.0,SEA,DEN,803,2,4.0,55.0,12,DEN,SEA,-4.0
567,1.0,SEA,DEN,794,2,1.0,81.0,10,SEA,DEN,4.0
568,8.0,SEA,DEN,759,2,2.0,80.0,9,SEA,DEN,4.0
569,3.0,SEA,DEN,722,2,3.0,72.0,1,SEA,DEN,4.0
570,0.0,SEA,DEN,688,2,1.0,69.0,10,SEA,DEN,4.0
571,26.0,SEA,DEN,661,2,1.0,54.0,10,SEA,DEN,4.0
572,0.0,SEA,DEN,613,2,1.0,26.0,10,SEA,DEN,4.0
573,2.0,SEA,DEN,591,2,1.0,21.0,10,SEA,DEN,4.0
574,0.0,SEA,DEN,554,2,2.0,19.0,8,SEA,DEN,4.0
575,-8.0,SEA,DEN,528,2,2.0,29.0,18,SEA,DEN,4.0
576,6.0,SEA,DEN,484,2,3.0,37.0,26,SEA,DEN,4.0
577,0.0,SEA,DEN,445,2,4.0,31.0,20,SEA,DEN,4.0
579,-1.0,SEA,DEN,440,2,1.0,75.0,10,DEN,SEA,-7.0
580,9.0,SEA,DEN,394,2,2.0,76.0,11,DEN,SEA,-7.0
581,67.0,SEA,DEN,346,2,3.0,67.0,2,DEN,SEA,-7.0
584,3.0,SEA,DEN,334,2,1.0,75.0,10,SEA,DEN,0.0
585,4.0,SEA,DEN,290,2,2.0,72.0,7,SEA,DEN,0.0
586,0.0,SEA,DEN,260,2,1.0,63.0,10,SEA,DEN,0.0
587,16.0,SEA,DEN,255,2,2.0,63.0,10,SEA,DEN,0.0
588,18.0,SEA,DEN,217,2,1.0,47.0,10,SEA,DEN,0.0
589,4.0,SEA,DEN,187,2,1.0,29.0,10,SEA,DEN,0.0
590,25.0,SEA,DEN,151,2,2.0,25.0,6,SEA,DEN,0.0
593,10.0,SEA,DEN,139,2,1.0,79.0,10,DEN,SEA,-7.0
595,13.0,SEA,DEN,120,2,1.0,69.0,10,DEN,SEA,-7.0
596,2.0,SEA,DEN,89,2,1.0,56.0,10,DEN,SEA,-7.0
597,0.0,SEA,DEN,55,2,2.0,54.0,8,DEN,SEA,-7.0
599,30.0,SEA,DEN,48,2,3.0,54.0,8,DEN,SEA,-7.0
600,0.0,SEA,DEN,38,2,1.0,24.0,10,DEN,SEA,-7.0
601,-8.0,SEA,DEN,33,2,2.0,24.0,10,DEN,SEA,-7.0
603,10.0,SEA,DEN,26,2,3.0,32.0,18,DEN,SEA,-7.0
606,0.0,SEA,DEN,4,2,4.0,22.0,8,DEN,SEA,-7.0
609,-2.0,SEA,DEN,896,3,1.0,80.0,10,DEN,SEA,-4.0
610,8.0,SEA,DEN,860,3,2.0,82.0,12,DEN,SEA,-4.0
611,18.0,SEA,DEN,817,3,3.0,74.0,4,DEN,SEA,-4.0
612,7.0,SEA,DEN,780,3,1.0,56.0,10,DEN,SEA,-4.0
613,13.0,SEA,DEN,734,3,2.0,49.0,3,DEN,SEA,-4.0
614,1.0,SEA,DEN,695,3,1.0,36.0,10,DEN,SEA,-4.0
615,0.0,SEA,DEN,648,3,2.0,35.0,9,DEN,SEA,-4.0
616,0.0,SEA,DEN,628,3,2.0,40.0,14,DEN,SEA,-4.0
617,3.0,SEA,DEN,622,3,1.0,9.0,9,DEN,SEA,-4.0
618,0.0,SEA,DEN,571,3,2.0,6.0,6,DEN,SEA,-4.0
619,2.0,SEA,DEN,549,3,2.0,11.0,11,DEN,SEA,-4.0
620,8.0,SEA,DEN,505,3,3.0,9.0,9,DEN,SEA,-4.0
621,-1.0,SEA,DEN,462,3,4.0,1.0,1,DEN,SEA,-4.0
622,1.0,SEA,DEN,453,3,1.0,90.0,10,SEA,DEN,4.0
623,0.0,SEA,DEN,432,3,2.0,89.0,9,SEA,DEN,4.0
624,0.0,SEA,DEN,425,3,3.0,89.0,9,SEA,DEN,4.0
625,0.0,SEA,DEN,421,3,1.0,84.0,10,SEA,DEN,4.0
626,0.0,SEA,DEN,415,3,1.0,69.0,10,SEA,DEN,4.0
627,0.0,SEA,DEN,381,3,2.0,69.0,10,SEA,DEN,4.0
628,15.0,SEA,DEN,377,3,3.0,69.0,10,SEA,DEN,4.0
629,1.0,SEA,DEN,341,3,1.0,54.0,10,SEA,DEN,4.0
630,0.0,SEA,DEN,331,3,1.0,32.0,10,DEN,SEA,-4.0
631,7.0,SEA,DEN,326,3,2.0,32.0,10,DEN,SEA,-4.0
632,0.0,SEA,DEN,285,3,3.0,25.0,3,DEN,SEA,-4.0
633,0.0,SEA,DEN,278,3,1.0,4.0,4,DEN,SEA,-4.0
634,3.0,SEA,DEN,236,3,2.0,4.0,4,DEN,SEA,-4.0
635,0.0,SEA,DEN,188,3,3.0,1.0,1,DEN,SEA,-4.0
636,2.0,SEA,DEN,185,3,1.0,80.0,10,SEA,DEN,4.0
637,0.0,SEA,DEN,152,3,2.0,78.0,8,SEA,DEN,4.0
638,9.0,SEA,DEN,148,3,3.0,78.0,8,SEA,DEN,4.0
639,4.0,SEA,DEN,112,3,1.0,69.0,10,SEA,DEN,4.0
640,0.0,SEA,DEN,72,3,2.0,65.0,6,SEA,DEN,4.0
641,14.0,SEA,DEN,40,3,2.0,75.0,16,SEA,DEN,4.0
643,3.0,SEA,DEN,900,4,3.0,61.0,2,SEA,DEN,4.0
644,2.0,SEA,DEN,863,4,1.0,58.0,10,SEA,DEN,4.0
645,-8.0,SEA,DEN,832,4,2.0,56.0,8,SEA,DEN,4.0
646,0.0,SEA,DEN,788,4,3.0,64.0,16,SEA,DEN,4.0
647,0.0,SEA,DEN,781,4,4.0,64.0,16,SEA,DEN,4.0
648,4.0,SEA,DEN,770,4,1.0,80.0,10,DEN,SEA,-4.0
649,2.0,SEA,DEN,735,4,2.0,76.0,6,DEN,SEA,-4.0
650,17.0,SEA,DEN,687,4,3.0,74.0,4,DEN,SEA,-4.0
651,1.0,SEA,DEN,651,4,1.0,57.0,10,DEN,SEA,-4.0
652,18.0,SEA,DEN,604,4,2.0,56.0,9,DEN,SEA,-4.0
653,8.0,SEA,DEN,561,4,1.0,38.0,10,DEN,SEA,-4.0
654,0.0,SEA,DEN,514,4,2.0,30.0,2,DEN,SEA,-4.0
655,14.0,SEA,DEN,508,4,3.0,30.0,2,DEN,SEA,-4.0
656,0.0,SEA,DEN,474,4,1.0,16.0,10,DEN,SEA,-4.0
657,7.0,SEA,DEN,468,4,2.0,16.0,10,DEN,SEA,-4.0
658,6.0,SEA,DEN,427,4,3.0,9.0,3,DEN,SEA,-4.0
659,0.0,SEA,DEN,393,4,1.0,3.0,3,DEN,SEA,-4.0
660,0.0,SEA,DEN,388,4,2.0,3.0,3,DEN,SEA,-4.0
661,0.0,SEA,DEN,388,4,2.0,8.0,8,DEN,SEA,-4.0
662,0.0,SEA,DEN,381,4,3.0,8.0,8,DEN,SEA,-4.0
663,0.0,SEA,DEN,376,4,4.0,8.0,8,DEN,SEA,-4.0
665,2.0,SEA,DEN,368,4,1.0,70.0,10,SEA,DEN,1.0
666,2.0,SEA,DEN,331,4,2.0,68.0,8,SEA,DEN,1.0
667,-10.0,SEA,DEN,294,4,3.0,66.0,6,SEA,DEN,1.0
668,0.0,SEA,DEN,251,4,4.0,76.0,16,SEA,DEN,1.0
669,5.0,SEA,DEN,242,4,1.0,78.0,10,DEN,SEA,-1.0
670,0.0,SEA,DEN,205,4,2.0,73.0,5,DEN,SEA,-1.0
671,5.0,SEA,DEN,201,4,3.0,73.0,5,DEN,SEA,-1.0
672,6.0,SEA,DEN,181,4,1.0,68.0,10,DEN,SEA,-1.0
673,2.0,SEA,DEN,153,4,2.0,62.0,4,DEN,SEA,-1.0
675,9.0,SEA,DEN,120,4,3.0,60.0,2,DEN,SEA,-1.0
676,-4.0,SEA,DEN,84,4,1.0,51.0,10,DEN,SEA,-1.0
678,0.0,SEA,DEN,73,4,2.0,55.0,14,DEN,SEA,-1.0
679,9.0,SEA,DEN,71,4,3.0,55.0,14,DEN,SEA,-1.0
682,0.0,SEA,DEN,20,4,4.0,46.0,5,DEN,SEA,-1.0
683,-1.0,SEA,DEN,15,4,1.0,46.0,10,SEA,DEN,1.0
685,-1.0,SEA,DEN,13,4,2.0,47.0,11,SEA,DEN,1.0
687,-1.0,SEA,DEN,9,4,3.0,48.0,12,SEA,DEN,1.0
691,12.0,MIN,GB,894,1,1.0,78.0,10,MIN,GB,0.0
692,0.0,MIN,GB,857,1,1.0,66.0,10,MIN,GB,0.0
693,5.0,MIN,GB,818,1,2.0,66.0,10,MIN,GB,0.0
694,20.0,MIN,GB,776,1,3.0,61.0,5,MIN,GB,0.0
695,5.0,MIN,GB,738,1,1.0,41.0,10,MIN,GB,0.0
696,22.0,MIN,GB,695,1,2.0,36.0,5,MIN,GB,0.0
697,0.0,MIN,GB,655,1,1.0,14.0,10,MIN,GB,0.0
698,2.0,MIN,GB,650,1,2.0,14.0,10,MIN,GB,0.0
699,7.0,MIN,GB,604,1,3.0,12.0,8,MIN,GB,0.0
700,5.0,MIN,GB,561,1,4.0,5.0,1,MIN,GB,0.0
703,0.0,MIN,GB,557,1,1.0,75.0,10,GB,MIN,-7.0
704,10.0,MIN,GB,550,1,2.0,75.0,10,GB,MIN,-7.0
705,0.0,MIN,GB,504,1,1.0,65.0,10,GB,MIN,-7.0
706,3.0,MIN,GB,500,1,2.0,65.0,10,GB,MIN,-7.0
707,0.0,MIN,GB,460,1,3.0,62.0,7,GB,MIN,-7.0
708,0.0,MIN,GB,455,1,4.0,62.0,7,GB,MIN,-7.0
709,0.0,MIN,GB,448,1,1.0,85.0,10,MIN,GB,7.0
710,3.0,MIN,GB,424,1,2.0,85.0,10,MIN,GB,7.0
711,-8.0,MIN,GB,378,1,3.0,82.0,7,MIN,GB,7.0
712,0.0,MIN,GB,338,1,4.0,90.0,15,MIN,GB,7.0
713,4.0,MIN,GB,327,1,1.0,54.0,10,GB,MIN,-7.0
714,2.0,MIN,GB,290,1,2.0,50.0,6,GB,MIN,-7.0
716,6.0,MIN,GB,243,1,3.0,48.0,4,GB,MIN,-7.0
717,2.0,MIN,GB,205,1,1.0,42.0,10,GB,MIN,-7.0
718,0.0,MIN,GB,167,1,2.0,40.0,8,GB,MIN,-7.0
719,-8.0,MIN,GB,164,1,3.0,40.0,8,GB,MIN,-7.0
720,0.0,MIN,GB,118,1,4.0,48.0,16,GB,MIN,-7.0
721,6.0,MIN,GB,112,1,1.0,85.0,10,MIN,GB,7.0
722,6.0,MIN,GB,73,1,2.0,79.0,4,MIN,GB,7.0
723,3.0,MIN,GB,30,1,1.0,73.0,10,MIN,GB,7.0
725,5.0,MIN,GB,900,2,2.0,70.0,7,MIN,GB,7.0
726,0.0,MIN,GB,861,2,3.0,65.0,2,MIN,GB,7.0
727,0.0,MIN,GB,857,2,4.0,65.0,2,MIN,GB,7.0
728,23.0,MIN,GB,851,2,1.0,80.0,10,GB,MIN,-7.0
729,3.0,MIN,GB,819,2,1.0,57.0,10,GB,MIN,-7.0
730,22.0,MIN,GB,776,2,2.0,54.0,7,GB,MIN,-7.0
731,12.0,MIN,GB,728,2,1.0,32.0,10,GB,MIN,-7.0
732,7.0,MIN,GB,682,2,1.0,20.0,10,GB,MIN,-7.0
733,4.0,MIN,GB,648,2,2.0,13.0,3,GB,MIN,-7.0
734,2.0,MIN,GB,610,2,1.0,9.0,9,GB,MIN,-7.0
736,0.0,MIN,GB,564,2,2.0,7.0,7,GB,MIN,-7.0
737,6.0,MIN,GB,519,2,3.0,7.0,7,GB,MIN,-7.0
739,0.0,MIN,GB,483,2,4.0,1.0,1,GB,MIN,-7.0
740,4.0,MIN,GB,478,2,1.0,99.0,10,MIN,GB,7.0
741,6.0,MIN,GB,434,2,2.0,95.0,6,MIN,GB,7.0
742,12.0,MIN,GB,390,2,1.0,89.0,10,MIN,GB,7.0
743,64.0,MIN,GB,354,2,1.0,77.0,10,MIN,GB,7.0
744,7.0,MIN,GB,327,2,1.0,13.0,10,MIN,GB,7.0
745,1.0,MIN,GB,287,2,2.0,6.0,3,MIN,GB,7.0
746,0.0,MIN,GB,242,2,3.0,5.0,2,MIN,GB,7.0
747,0.0,MIN,GB,237,2,4.0,5.0,2,MIN,GB,7.0
748,0.0,MIN,GB,237,2,4.0,10.0,7,MIN,GB,7.0
750,0.0,MIN,GB,234,2,1.0,75.0,10,GB,MIN,-10.0
751,3.0,MIN,GB,228,2,2.0,75.0,10,GB,MIN,-10.0
752,0.0,MIN,GB,195,2,3.0,72.0,7,GB,MIN,-10.0
753,0.0,MIN,GB,190,2,4.0,72.0,7,GB,MIN,-10.0
754,9.0,MIN,GB,178,2,1.0,74.0,10,MIN,GB,10.0
755,0.0,MIN,GB,158,2,2.0,65.0,1,MIN,GB,10.0
756,2.0,MIN,GB,153,2,3.0,65.0,1,MIN,GB,10.0
758,9.0,MIN,GB,120,2,1.0,63.0,10,MIN,GB,10.0
759,7.0,MIN,GB,82,2,2.0,54.0,1,MIN,GB,10.0
760,11.0,MIN,GB,50,2,1.0,47.0,10,MIN,GB,10.0
761,36.0,MIN,GB,45,2,1.0,36.0,10,MIN,GB,10.0
764,0.0,MIN,GB,35,2,1.0,75.0,10,GB,MIN,-17.0
765,1.0,MIN,GB,27,2,1.0,70.0,10,MIN,GB,17.0
767,0.0,MIN,GB,21,2,2.0,69.0,9,MIN,GB,17.0
768,0.0,MIN,GB,18,2,3.0,69.0,9,MIN,GB,17.0
769,0.0,MIN,GB,13,2,4.0,69.0,9,MIN,GB,17.0
770,-1.0,MIN,GB,6,2,1.0,84.0,10,GB,MIN,-17.0
773,2.0,MIN,GB,896,3,1.0,82.0,10,GB,MIN,-17.0
774,7.0,MIN,GB,853,3,2.0,80.0,8,GB,MIN,-17.0
775,3.0,MIN,GB,824,3,3.0,73.0,1,GB,MIN,-17.0
776,14.0,MIN,GB,788,3,1.0,70.0,10,GB,MIN,-17.0
777,-11.0,MIN,GB,741,3,1.0,56.0,10,GB,MIN,-17.0
778,0.0,MIN,GB,726,3,1.0,33.0,10,MIN,GB,17.0
779,5.0,MIN,GB,683,3,2.0,33.0,10,MIN,GB,17.0
780,0.0,MIN,GB,645,3,3.0,28.0,5,MIN,GB,17.0
781,0.0,MIN,GB,639,3,3.0,38.0,15,MIN,GB,17.0
782,0.0,MIN,GB,591,3,4.0,38.0,15,MIN,GB,17.0
784,4.0,MIN,GB,586,3,1.0,75.0,10,GB,MIN,-20.0
785,29.0,MIN,GB,546,3,2.0,71.0,6,GB,MIN,-20.0
786,9.0,MIN,GB,500,3,1.0,42.0,10,GB,MIN,-20.0
787,11.0,MIN,GB,458,3,2.0,33.0,1,GB,MIN,-20.0
788,11.0,MIN,GB,413,3,1.0,22.0,10,GB,MIN,-20.0
789,9.0,MIN,GB,370,3,1.0,11.0,10,GB,MIN,-20.0
790,2.0,MIN,GB,321,3,2.0,2.0,1,GB,MIN,-20.0
793,0.0,MIN,GB,316,3,1.0,75.0,10,MIN,GB,13.0
794,0.0,MIN,GB,283,3,2.0,75.0,10,MIN,GB,13.0
795,7.0,MIN,GB,266,3,2.0,70.0,5,MIN,GB,13.0
796,-1.0,MIN,GB,227,3,1.0,63.0,10,MIN,GB,13.0
797,0.0,MIN,GB,176,3,2.0,64.0,11,MIN,GB,13.0
798,10.0,MIN,GB,165,3,2.0,69.0,16,MIN,GB,13.0
799,4.0,MIN,GB,127,3,3.0,59.0,6,MIN,GB,13.0
800,0.0,MIN,GB,81,3,4.0,55.0,2,MIN,GB,13.0
801,9.0,MIN,GB,73,3,1.0,83.0,10,GB,MIN,-13.0
802,5.0,MIN,GB,33,3,2.0,74.0,1,GB,MIN,-13.0
804,-9.0,MIN,GB,900,4,1.0,69.0,10,GB,MIN,-13.0
805,23.0,MIN,GB,854,4,2.0,78.0,19,GB,MIN,-13.0
806,3.0,MIN,GB,815,4,1.0,55.0,10,GB,MIN,-13.0
807,0.0,MIN,GB,774,4,2.0,52.0,7,GB,MIN,-13.0
808,-5.0,MIN,GB,769,4,3.0,52.0,7,GB,MIN,-13.0
809,0.0,MIN,GB,726,4,4.0,57.0,12,GB,MIN,-13.0
810,0.0,MIN,GB,718,4,4.0,62.0,17,GB,MIN,-13.0
811,22.0,MIN,GB,712,4,1.0,84.0,10,MIN,GB,13.0
812,0.0,MIN,GB,675,4,1.0,62.0,10,MIN,GB,13.0
813,3.0,MIN,GB,669,4,2.0,62.0,10,MIN,GB,13.0
814,21.0,MIN,GB,642,4,3.0,59.0,7,MIN,GB,13.0
815,4.0,MIN,GB,611,4,1.0,38.0,10,MIN,GB,13.0
816,7.0,MIN,GB,570,4,2.0,34.0,6,MIN,GB,13.0
817,7.0,MIN,GB,532,4,1.0,27.0,10,MIN,GB,13.0
818,10.0,MIN,GB,500,4,2.0,20.0,3,MIN,GB,13.0
819,0.0,MIN,GB,465,4,1.0,10.0,10,MIN,GB,13.0
820,0.0,MIN,GB,423,4,2.0,10.0,10,MIN,GB,13.0
821,0.0,MIN,GB,418,4,3.0,10.0,10,MIN,GB,13.0
822,0.0,MIN,GB,412,4,4.0,10.0,10,MIN,GB,13.0
